"GEO_ID";"GEO_NAME";"VARIABLE";VALUE;"UNIT";"STATUS";"STATUS_DESC";"DESC_VAL";"PERIOD_REF";"SOURCE";"LAST_UPDATE";"GEOM_CODE";"GEOM";"GEOM_PERIOD";"MAP_ID";"MAP_URL"
"51";"Bachenbülach";"Revenu net, en mio. de francs";148;"Mio. de Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"51";"Bachenbülach";"Revenu net par habitant/-e, en francs";36984;"Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"52";"Bassersdorf";"Revenu net, en mio. de francs";441;"Mio. de Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"52";"Bassersdorf";"Revenu net par habitant/-e, en francs";39455;"Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"53";"Bülach";"Revenu net, en mio. de francs";628;"Mio. de Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"53";"Bülach";"Revenu net par habitant/-e, en francs";35857;"Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"54";"Dietlikon";"Revenu net, en mio. de francs";291;"Mio. de Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"54";"Dietlikon";"Revenu net par habitant/-e, en francs";41015;"Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"55";"Eglisau";"Revenu net, en mio. de francs";168;"Mio. de Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"55";"Eglisau";"Revenu net par habitant/-e, en francs";37273;"Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"56";"Embrach";"Revenu net, en mio. de francs";301;"Mio. de Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"56";"Embrach";"Revenu net par habitant/-e, en francs";33737;"Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"57";"Freienstein-Teufen";"Revenu net, en mio. de francs";84;"Mio. de Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"57";"Freienstein-Teufen";"Revenu net par habitant/-e, en francs";36759;"Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"58";"Glattfelden";"Revenu net, en mio. de francs";144;"Mio. de Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
"58";"Glattfelden";"Revenu net par habitant/-e, en francs";32156;"Francs";"A";"Normaler Wert";"";"2011-01-01/2011-12-31";"ESTV";"2021-10-23";"polg";"Communes";"2011-07-01";"17745";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/17745_fr.html"
