"","...1","ID","net_inc_percap2019","net_inc2019","plr","year","Nom","udc","pdc","ps","pes","pvl","pbd","pev_pcs","perc","dec","taux_participation"
"761",761,5817,31424,30,30.4,2019,"Grandcour",26.9,1,14.5,12.9,7.8,0.6,2,29,3,43
"762",762,5560,39295,9,13.7,2019,"Grandevent",26.6,0.1,22.8,22.4,7.4,1.7,0.8,72,8,46.7
"763",763,6792,26032,10,9.4,2019,"Grandfontaine",22.7,31.8,26.9,4.2,NA,NA,4.9,6,1,48
"764",764,5561,38657,129,25.6,2019,"Grandson",16.5,0.9,19.6,20.7,9.6,0.4,1.1,69,7,41.1
"765",765,694,31203,12,3,2019,"Grandval",40.2,16.9,7.3,13.2,3.4,3.2,1.4,28,3,36
"766",766,2134,33144,28,19.6,2019,"Grandvillard",16.2,26.5,17.2,10.3,4.8,0.7,2.3,40,4,48.6
"767",767,2328,36161,31,12.4,2019,"Granges (Veveyse)",17,18.5,19.4,16.6,6.6,0.8,5.7,58,6,45.5
"768",768,2198,30188,114,12.4,2019,"Granges-Paccot",16.2,16,20.7,18.5,6,1,5.7,22,3,37.3
"769",769,2079,28309,6,24.4,2019,"Grangettes",41.5,9.9,8.8,6.3,6.5,0.5,0.5,13,2,48.9
"770",770,5187,39578,54,28.5,2019,"Gravesano",12.5,11.2,7.2,9.2,0.9,NA,NA,73,8,48.8
"771",771,194,45557,245,13.1,2019,"Greifensee",23.7,4.9,17.8,13.6,17.7,2,3.2,87,9,47.5
"772",772,2786,32936,62,13,2019,"Grellingen",32.8,15.5,20.5,12.3,2.6,1.1,2.1,38,4,36.4
"773",773,2546,30970,541,16.7,2019,"Grenchen",29.4,12,21,6.7,7.7,3.4,1.1,26,3,34.6
"774",774,2261,100147,17,26,2019,"Greng",33.4,7.6,14.1,4.4,8.5,0.2,2.3,100,10,64.3
"775",775,6177,22376,10,3.1,2019,"Grengiols",31.7,52.4,5.6,6,1.2,NA,0,2,1,55.4
"776",776,5722,52035,20,24.4,2019,"Grens",18.5,4.1,14.5,23.8,2,0.3,3.1,92,10,49.6
"777",777,1056,44544,52,16.7,2019,"Greppen",26.2,24.9,7.9,10.6,12.1,NA,1.2,85,9,49.5
"778",778,2576,34118,95,17.1,2019,"Gretzenbach",35.4,11.8,19.6,8,4.1,1.9,1.1,45,5,46.4
"779",779,6263,35748,125,15.6,2019,"Grimisuat",13.4,24.5,20.3,19.3,0.3,NA,2.8,56,6,60.1
"780",780,2617,30058,16,18.5,2019,"Grindel",38.4,11.6,8.1,13.2,7.4,0.2,0.5,21,3,39.6
"781",781,576,31991,122,10.1,2019,"Grindelwald",58.9,0.5,6.1,5.3,6.6,6.4,0.9,32,4,43.1
"782",782,2200,32320,64,20.6,2019,"Grolley",16.2,19.5,17.8,14.9,5.6,0.2,2.6,35,4,45.1
"783",783,3832,27882,39,29.3,2019,"Grono",36.6,6.2,17.9,5.5,1.9,2.5,NA,11,2,31.9
"784",784,303,35227,107,7.9,2019,"Grossaffoltern",32.2,1.6,13.7,11.7,9.3,14,3.9,53,6,49.4
"785",785,1131,30962,26,11.6,2019,"Grossdietwil",26.3,47.8,3.4,5.1,4.3,NA,0.7,26,3,52.9
"786",786,608,34771,144,8.6,2019,"Grosshöchstetten",29.1,1.3,13.1,10,9.6,10.2,8.7,50,5,53.6
"787",787,1086,29665,96,22.9,2019,"Grosswangen",25.7,36,4.5,6.8,3,NA,0.8,19,2,54.1
"788",788,3031,31776,32,51.1,2019,"Grub (AR)",48.1,NA,NA,NA,NA,NA,NA,31,4,38.9
"789",789,2135,32935,73,19.9,2019,"Gruyères",16.8,23.4,19,11.6,3.6,0.6,3.1,38,4,44.8
"790",790,5405,40294,54,26.6,2019,"Gryon",20.3,6.6,15.1,18.3,8.1,0.3,0.1,75,8,44.8
"791",791,6285,28032,35,0.5,2019,"Grächen",26.2,54.6,15.4,2.8,0.5,NA,0,12,2,50.6
"792",792,4006,34828,278,14,2019,"Gränichen",34.3,5.3,17,8.5,6.8,3.3,6.4,50,5,43.8
"793",793,6238,26554,65,21.1,2019,"Grône",16.3,30.1,17.7,10.1,0.3,NA,1.2,7,1,53.6
"794",794,116,42501,155,13.4,2019,"Grüningen",36.5,2.9,10.4,11.5,11.5,2.9,4.9,81,9,44.9
"795",795,3961,32918,70,10.6,2019,"Grüsch",43.9,4.8,12.8,5.9,10.7,11.3,NA,38,4,45
"796",796,841,32372,31,7,2019,"Gsteig",61.1,1,3.9,3.2,10.4,5.9,1.2,35,4,43.6
"797",797,577,32950,13,3.1,2019,"Gsteigwiler",34.4,1.5,14.7,16.7,7.9,8.9,3.1,38,4,46.5
"798",798,852,21201,32,0.8,2019,"Guggisberg",59.7,0.6,6.1,8.1,3.3,7.7,3.5,1,1,44.3
"799",799,2578,37563,62,14.2,2019,"Gunzgen",35.4,21.8,12.4,5.7,5.8,2.6,1.1,65,7,38.3
"800",800,665,30024,8,3.3,2019,"Gurbrü",55.5,1.6,10.1,11.3,4.4,7.7,1.9,21,3,61.8
"801",801,2262,34592,152,8.9,2019,"Gurmels",27.8,26.2,15.7,8.7,5.9,1.4,3.7,48,5,41.9
"802",802,1209,25006,13,NA,2019,"Gurtnellen",42.9,35.6,17.2,NA,NA,NA,NA,4,1,41.9
"803",803,867,27994,24,3,2019,"Gurzelen",49.8,0.5,6.8,11.4,6,7.9,3.1,11,2,51
"804",804,782,30702,8,2.4,2019,"Guttannen",59.6,0.2,8.9,7,4.8,11.9,1.4,25,3,61.6
"805",805,6117,28149,11,0.6,2019,"Guttet-Feschel",23,67,6.9,2.2,0.1,NA,0.1,12,2,62.9
"806",806,6624,66037,32,19.3,2019,"Gy",11,10.5,12.6,15,7.5,3.4,0,97,10,49.8
"807",807,2901,33339,29,8.9,2019,"Gächlingen",44.9,0.7,20.5,5.4,1.9,NA,1.7,41,5,64.6
"808",808,2423,26841,2,23.1,2019,"Gänsbrunnen",33.6,14.7,2.1,3.4,4.2,1.3,17.6,8,1,58.8
"809",809,1208,28384,12,NA,2019,"Göschenen",43.3,35.5,17.7,NA,NA,NA,NA,13,2,48.4
"810",810,578,23221,8,3.3,2019,"Gündlischwand",59.9,0.2,9.3,5.7,5.5,9.5,0.3,2,1,36
"811",811,2547,42320,50,20.1,2019,"Günsberg",32.2,9.9,14.9,11.1,8.1,1.7,0.5,81,9,46.5
"812",812,4656,38186,63,8.7,2019,"Güttingen",37,16.8,11.9,10.7,9.2,1.8,1.4,68,7,53.6
"813",813,579,19932,13,1.9,2019,"Habkern",74.6,0.4,4.1,2.9,2.4,5.6,2.3,1,1,56.5
"814",814,4099,52680,22,19.1,2019,"Habsburg",32.5,6.9,7.5,12.5,9.9,2.3,4.3,93,10,59.6
"815",815,220,39355,43,3.3,2019,"Hagenbuch",64.5,2.4,11.7,6.9,5.2,1,2.7,72,8,45.7
"816",816,736,35427,15,5.8,2019,"Hagneck",39.5,0.5,13.2,13.6,3.7,10.9,2.9,54,6,45.9
"817",817,3941,37429,41,13.7,2019,"Haldenstein",23.7,7.6,23.6,7.3,15.3,8.8,NA,64,7,57.2
"818",818,2971,30829,68,9.1,2019,"Hallau",47.7,0.9,25.7,3,4.1,NA,0.9,26,3,62.5
"819",819,4197,32594,29,9.5,2019,"Hallwil",50.2,3.9,7.7,7.2,7.1,4.9,5.3,36,4,39.7
"820",820,2520,39202,33,12.5,2019,"Halten",24.3,19.6,19.9,11.8,7.7,2.1,1,71,8,49
"821",821,1005,24721,43,9.2,2019,"Hasle (LU)",41.8,39.7,5.4,2.2,1.5,NA,0,4,1,55.5
"822",822,406,27305,91,5.2,2019,"Hasle bei Burgdorf",39.2,1.1,9.5,7.6,7.8,12.1,6.1,9,1,44
"823",823,783,23157,27,4.7,2019,"Hasliberg",53.4,0.3,11.4,11,3.9,6.7,1.9,2,1,43.8
"824",824,2491,36669,11,19.4,2019,"Hauenstein-Ifenthal",22.4,20.1,15,10.4,9.9,2.1,0.5,60,7,53.7
"825",825,4486,32817,65,9.1,2019,"Hauptwil-Gottshaus",43,15.5,7.3,6.8,6.4,2.4,3.9,37,4,40.7
"826",826,4100,38671,141,16.7,2019,"Hausen (AG)",31.7,9.5,13.5,6.1,8.2,4.8,5,69,7,46.2
"827",827,4,45791,172,11.1,2019,"Hausen am Albis",33.2,3.9,13.7,16.7,12.4,1.6,4.1,87,9,53.4
"828",828,2121,27644,43,18.6,2019,"Haut-Intyamon",22.4,22.7,17,9.3,4.3,0.6,3.3,10,1,43.5
"829",829,6809,28862,31,8.4,2019,"Haute-Ajoie",18.7,37.9,19.4,11.5,NA,NA,4.2,15,2,44.7
"830",830,6729,27950,198,5.8,2019,"Haute-Sorne",14.9,19.8,30.8,13.9,NA,NA,14.9,11,2,38.8
"831",831,2233,33417,85,14.9,2019,"Hauterive (FR)",15.9,17.2,25.5,16.5,3.5,0.8,2.6,42,5,43.9
"832",832,6454,37498,99,34.6,2019,"Hauterive (NE)",10,2.5,16.2,18.6,11.1,NA,NA,64,7,46.4
"833",833,2137,33993,23,20.7,2019,"Hauteville",17.9,22.2,18.3,10.9,5.2,0,2,45,5,40.9
"834",834,5,48875,185,14,2019,"Hedingen",26.6,3.9,16.7,12.3,16.4,1.9,3.7,90,9,54
"835",835,4416,30425,37,9.7,2019,"Hefenhofen",40.4,11.7,11.9,12.1,5.3,1.5,4,23,3,38.9
"836",836,3032,35445,149,59.2,2019,"Heiden",37.5,NA,NA,NA,NA,NA,NA,54,6,39
"837",837,927,28452,20,2.5,2019,"Heiligenschwendi",41.6,0.6,7.5,11,7.9,8,7.9,13,2,51.3
"838",838,928,32987,229,6.2,2019,"Heimberg",39.7,1.6,12.2,7.5,7.3,7.7,7.7,39,4,40.5
"839",839,977,31241,36,8,2019,"Heimenhausen",41.8,1.9,11.2,6.8,7.2,13.7,4.3,28,3,40.2
"840",840,407,28012,46,2.4,2019,"Heimiswil",47.6,0.8,7.7,7.7,5,10.6,5,12,2,48.8
"841",841,2296,32621,46,12.3,2019,"Heitenried",25.4,25.2,10.6,10.6,6.3,1.3,5.4,36,4,44.8
"842",842,4251,35091,28,9,2019,"Hellikon",48.1,15.8,8.3,6.2,5.4,1.4,1.2,52,6,39.8
"843",843,408,28684,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,2,NA
"844",844,3372,24364,22,11.7,2019,"Hemberg",42.1,18.6,6.8,5.9,7.4,1.8,1.2,3,1,55
"845",845,2962,40676,19,9.4,2019,"Hemishofen",46.5,1.9,20.4,8.6,7.9,NA,2.6,76,8,62.8
"846",846,2848,37671,10,6.7,2019,"Hemmiken",41.6,2.5,15.7,23.8,7.7,0.3,1.6,65,7,42.5
"847",847,4198,31363,41,8,2019,"Hendschiken",40.6,4.6,18.4,8.5,7,7.5,3.8,29,3,39.7
"848",848,31,39418,88,11.9,2019,"Henggart",37.3,3.4,9.2,10,13.7,2.4,7.7,72,8,51.5
"849",849,5819,29339,11,25.1,2019,"Henniez",28.5,3.3,14.4,10.8,4.2,0,0,17,2,34.6
"850",850,2424,29424,17,17.3,2019,"Herbetswil",28.6,42.1,6.2,2.2,2.4,0.1,0.8,18,2,51
"851",851,610,37281,22,4.8,2019,"Herbligen",43.8,0.1,5,6.4,4.6,7,10.2,63,7,50.6
"852",852,4811,40805,45,10.1,2019,"Herdern",39.8,23.5,5.9,5.9,10.1,1.7,1.5,77,8,51.4
"853",853,1507,114540,662,NA,2019,"Hergiswil (NW)",73.2,26.8,NA,NA,NA,NA,NA,100,10,50.2
"854",854,1132,22816,43,11.5,2019,"Hergiswil bei Willisau",32.6,49.2,2.2,3.2,1.1,NA,0.1,2,1,51.4
"855",855,3001,35306,557,33.5,2019,"Herisau",64.7,NA,NA,NA,NA,NA,NA,53,6,35.8
"856",856,6625,62294,65,21.6,2019,"Hermance",13,6.3,8.7,25.8,10.2,4.9,0.4,97,10,47.1
"857",857,5673,33169,12,29.9,2019,"Hermenches",33.5,2.2,12.5,13.3,5.4,0.6,1.1,40,4,48
"858",858,737,34723,11,6.2,2019,"Hermrigen",45.2,0.9,9.9,7.8,11.2,12.3,1.9,49,5,39.8
"859",859,152,96751,625,29.4,2019,"Herrliberg",34.8,3.7,7.5,7.8,13.2,0.7,1.3,100,10,55.1
"860",860,2827,46733,15,9.4,2019,"Hersberg",38.2,3.1,12.7,24.3,4.6,1.9,5.8,88,9,51.2
"861",861,4166,39655,63,9.9,2019,"Herznach",41.8,13.6,6.7,10.2,7.8,4.1,2,73,8,46.6
"862",862,979,30789,223,10.9,2019,"Herzogenbuchsee",27.4,1.2,18.5,10.9,10.5,10.9,3.5,26,3,44.1
"863",863,221,50059,159,16.1,2019,"Hettlingen",30,4.7,8.7,11.4,18.8,2.2,4.4,91,10,56.2
"864",864,1088,44537,104,17.8,2019,"Hildisrieden",26.3,34.8,6.3,8,5.3,NA,0.9,85,9,58.4
"865",865,929,49472,201,13.4,2019,"Hilterfingen",22.6,1.7,16,14.9,12.7,5.7,4.4,90,9,55.3
"866",866,2618,43161,41,14.1,2019,"Himmelried",32.3,14.6,11.9,12.3,11,1.4,0.6,83,9,44.9
"867",867,409,35754,89,7.3,2019,"Hindelbank",35.9,1.8,13.1,8.3,9.3,12.4,5.1,56,6,43.3
"868",868,117,37924,428,11.4,2019,"Hinwil",42,5.2,10.7,10.8,9.5,1.5,3.8,67,7,45
"869",869,4007,42682,69,18.9,2019,"Hirschthal",39.8,4.4,11.5,6.8,5.7,2.7,5.8,82,9,44.8
"870",870,173,41411,152,11.8,2019,"Hittnau",36.2,3.7,9.9,11.9,11.2,2.2,6.4,78,8,49.1
"871",871,1030,34332,186,15.6,2019,"Hitzkirch",28.2,28.9,10.8,9.5,5.5,NA,0.5,46,5,51.4
"872",872,1031,31723,314,15,2019,"Hochdorf",21.5,34,11.5,10.8,6,NA,0.6,31,4,44.6
"873",873,59,41032,81,8.1,2019,"Hochfelden",44.1,2.9,12.3,7.1,10.4,2.4,5,77,8,45.4
"874",874,2475,52673,68,17.6,2019,"Hochwald",23.8,15.1,13.2,17.6,6.6,3.2,1.2,93,10,52.3
"875",875,580,29267,15,8.9,2019,"Hofstetten bei Brienz",49.4,0.7,10.6,5.3,5.5,7.9,3.4,17,2,45.2
"876",876,2476,49600,159,14.4,2019,"Hofstetten-Flüh",27.5,16.2,17.4,12.9,6.6,1.6,1.6,91,10,44.6
"877",877,1032,33345,80,7.8,2019,"Hohenrain",31.9,41.4,6,7.7,4.1,NA,0.6,41,5,59
"878",878,4495,39070,23,4.6,2019,"Hohentannen",47.5,8.7,8,10.3,5.4,1.3,3.3,71,8,49.1
"879",879,4199,32888,45,13.6,2019,"Holderbank (AG)",54.6,4,7,6.5,3.3,4.6,2.1,38,4,35.4
"880",880,2425,32549,23,20.3,2019,"Holderbank (SO)",38.3,20.1,6.9,6.6,5.3,0.3,0.2,36,4,43.8
"881",881,4136,35323,52,8.3,2019,"Holziken",63.1,3.5,7,2.9,4.1,3.4,3.5,53,6,37.6
"882",882,931,22977,12,0.8,2019,"Homberg",60.1,1.4,2.8,5,4.5,4.3,6,2,1,53.7
"883",883,153,39420,346,12,2019,"Hombrechtikon",35.2,3.5,11.4,13,13,2,4.6,72,8,45.5
"884",884,4816,35057,54,5.1,2019,"Homburg",58.1,11.9,6.8,6.3,4.8,2.8,2.5,52,6,53.4
"885",885,1057,43343,17,8.7,2019,"Honau",39.1,21.1,10,12.3,5.1,NA,1.9,83,9,43.2
"886",886,295,52150,1199,17.8,2019,"Horgen",28.8,6.7,14.8,11.2,13.5,1.7,2.6,92,10,42
"887",887,4421,50412,146,16.3,2019,"Horn",32.6,17.9,11.2,8.2,9.5,2.1,1.2,91,10,39.7
"888",888,4167,31104,30,4.6,2019,"Hornussen",43.6,17.5,13.6,4.7,6.2,3.1,1.8,27,3,34.3
"889",889,932,18306,4,2,2019,"Horrenbach-Buchen",84.1,0.1,2,2.5,2.3,4.5,0.3,1,1,59.6
"890",890,2523,38960,32,16.8,2019,"Horriwil",28.5,16.4,19.8,7.6,5.6,3.6,0.5,70,8,47.2
"891",891,1058,71132,1013,17.1,2019,"Horw",22.3,20.1,14,16,9.1,NA,0.8,98,10,51.5
"892",892,1210,29409,5,NA,2019,"Hospental",47.2,45.3,5.7,NA,NA,NA,NA,17,2,36.8
"893",893,2548,34825,26,21.9,2019,"Hubersdorf",18,19.9,14.3,13.6,8.2,2.4,0.5,50,5,43.8
"894",894,32,44688,22,15.9,2019,"Humlikon",48.4,4.5,6.6,4.6,10,0.4,4,85,9,53.6
"895",895,3002,21514,21,22,2019,"Hundwil",76.5,NA,NA,NA,NA,NA,NA,1,1,38.5
"896",896,4200,33178,134,13.1,2019,"Hunzenschwil",45.2,5.3,13.6,5.8,7,3,3.2,40,5,33.6
"897",897,954,27083,136,8.3,2019,"Huttwil",39.4,0.4,14.1,7.4,6.5,8.4,3.6,8,1,44.7
"898",898,2847,40653,10,7.9,2019,"Häfelfingen",49.6,2.8,15.9,19.9,0.8,1.2,1.8,76,8,48.9
"899",899,2579,36695,189,21.2,2019,"Hägendorf",31.4,12.8,18.5,6.6,5.6,1.5,1.1,60,7,43
"900",900,3201,33433,46,10.9,2019,"Häggenschwil",33.2,31.4,6.5,7.6,5.4,0.2,1.8,42,5,53.9
"901",901,4068,41561,102,11.2,2019,"Hägglingen",37.1,13.1,13.3,8.5,8.2,3.2,2,79,8,47.3
"902",902,2402,37800,62,17.2,2019,"Härkingen",39.3,15.6,9,4.5,10.1,2,0.9,66,7,48.3
"903",903,609,36119,9,3.4,2019,"Häutligen",62.3,0.9,2,8.3,2.1,5.6,8,58,6,50.9
"904",904,6084,38981,55,9.6,2019,"Hérémence",24.5,43.6,11.9,7.8,0.1,NA,0.5,71,8,64.4
"905",905,410,34350,9,3.7,2019,"Höchstetten",60.7,0.4,6.8,5.1,4.8,10.6,1.4,47,5,44.8
"906",906,2886,34636,89,15.5,2019,"Hölstein",30.5,5.7,20.5,13.8,4.4,0.7,8.9,49,5,41.4
"907",907,60,30630,88,5.3,2019,"Höri",53.6,2.4,10.4,7,8.3,1.2,4.9,24,3,32.7
"908",908,1703,61543,541,16.9,2019,"Hünenberg",24.6,24.6,7.4,19.2,6.6,NA,0.7,96,10,56.2
"909",909,2524,38675,6,14.4,2019,"Hüniken",23.7,14.9,20.6,16.8,7,1.5,0.5,70,7,58.3
"910",910,61,43109,46,9.7,2019,"Hüntwangen",42.8,3.5,11.4,11.9,13.9,1.5,3.4,83,9,49.5
"911",911,87,47923,46,13,2019,"Hüttikon",52.2,4.8,6.9,6.5,12.1,1.4,0.8,89,9,44
"912",912,4590,33606,28,4.8,2019,"Hüttlingen",50.5,9.7,11.2,6.8,6.4,5,2.9,43,5,52.2
"913",913,4821,39048,69,12.7,2019,"Hüttwilen",37,14,8.6,11.7,8.9,3.4,2.2,71,8,53.7
"914",914,6239,43343,26,15.6,2019,"Icogne",15.8,26.2,24.2,15.8,0.3,NA,0.7,83,9,53
"915",915,541,38925,16,6.7,2019,"Iffwil",41.6,0.4,12.4,6.8,9.3,15,3.4,70,7,53.4
"916",916,3619,30361,144,5.2,2019,"Ilanz/Glion",28.2,36.9,11.4,4.2,6.9,7.2,NA,23,3,44.3
"917",917,1363,23525,19,18.7,2019,"Illgau",40,32.3,5.4,1,1.9,NA,0.7,3,1,53.8
"918",918,296,35378,613,12.4,2019,"Illnau-Effretikon",32.4,4.1,16.2,10.8,12.3,3.2,3.6,54,6,41.8
"919",919,6109,27305,3,0.8,2019,"Inden",21.1,54.1,3.4,20.7,0,NA,0,9,1,48.6
"920",920,1364,40948,367,20.9,2019,"Ingenbohl",28.8,24.3,16.6,2.5,6.2,NA,0.6,77,8,51.6
"921",921,980,33098,20,6.4,2019,"Inkwil",45.9,0.5,15.4,5.2,7.9,10.8,3.4,39,4,44.4
"922",922,1343,30746,5,12.7,2019,"Innerthal",41.7,33.6,10.2,1.2,0.6,NA,0,26,3,54.6
"923",923,784,28030,30,7.9,2019,"Innertkirchen",58.2,1.1,7.8,6.7,3.5,8.1,1.8,12,2,40.8
"924",924,496,34249,122,8.6,2019,"Ins",32.8,1.5,16.3,15,9.3,8.8,2,46,5,51.3
"925",925,581,31934,180,12.3,2019,"Interlaken",26.1,1.3,19.9,10.6,9.8,7.9,4.6,32,4,42.1
"926",926,1033,37246,98,20,2019,"Inwil",27,30.8,8.1,5.9,6.5,NA,0.4,63,7,48.5
"927",927,739,40501,161,14.9,2019,"Ipsach",24.8,1.9,19.5,12,12.1,8.3,2.3,76,8,44.4
"928",928,582,28282,12,7.6,2019,"Iseltwald",53,0.3,8.9,2.9,3.4,7.6,5.3,13,2,45.5
"929",929,1211,20262,10,NA,2019,"Isenthal",28.8,57.1,14.1,NA,NA,NA,NA,1,1,41.8
"930",930,4084,48383,31,8.4,2019,"Islisberg",40.7,14,10.2,10.2,10.6,1.3,2.2,89,9,52.9
"931",931,5009,30468,12,15.2,2019,"Isone",14.8,40.6,3.2,3.4,1,NA,NA,23,3,69.1
"932",932,6134,30920,26,49.5,2019,"Isérables",12,23.9,7.3,4.9,0.1,NA,0.1,26,3,56.5
"933",933,2849,36812,79,19.7,2019,"Itingen",25.2,4.6,19.4,21.2,5.5,1,3.4,61,7,44.5
"934",934,362,38045,430,14.6,2019,"Ittigen",22.2,3.3,16.2,12.9,11.3,9.4,5,67,7,46.5
"935",935,868,34702,10,4.7,2019,"Jaberg",26.6,3.2,15.7,8.2,14.2,6.2,3.4,49,5,57.4
"936",936,2138,22476,14,11.7,2019,"Jaun",43.2,24.2,7.3,3.6,1.9,1.8,2.4,2,1,47.6
"937",937,540,38674,223,10,2019,"Jegenstorf",22.4,2,18.3,11.3,11.8,11.9,7.3,69,7,54.7
"938",938,3863,29358,34,16.3,2019,"Jenaz",44.2,4.3,7,3.9,9.9,14.5,NA,17,2,39.9
"939",939,3952,43057,39,17.2,2019,"Jenins",36.9,6.3,16.3,5,9.7,8.5,NA,82,9,49.5
"940",940,738,39699,26,5.3,2019,"Jens",30.4,1.2,15.1,10.8,4.3,21.3,4.3,73,8,55.5
"941",941,4071,47843,104,13.5,2019,"Jonen",30.7,11.6,12.8,11.6,13.6,1.8,1.8,89,9,46.1
"942",942,5885,56003,86,27.5,2019,"Jongny",16.4,2.7,15.2,21.1,10.2,0.8,1.7,94,10,51.7
"943",943,3405,33178,127,14.8,2019,"Jonschwil",36.9,22.1,8.6,6.4,6.1,0.7,1.4,40,5,45.1
"944",944,5804,36095,57,25.6,2019,"Jorat-Menthue",26.1,1.7,15.2,19.1,6.1,0.4,0.8,58,6,46.2
"945",945,5806,36469,108,24.6,2019,"Jorat-Mézières",20.8,1.7,21.2,17.9,6.2,0.6,1,59,6,45.5
"946",946,5585,84924,121,31.6,2019,"Jouxtens-Mézery",12.5,3.7,13.8,20.7,11.9,0.3,0.6,99,10,53.5
"947",947,5754,37941,12,30,2019,"Juriens",32.2,2,9.2,15.9,5.6,0.4,1.4,67,7,45.4
"948",948,6626,75510,94,29.2,2019,"Jussy",20.1,6.8,4.9,19.2,8.1,1.6,1.8,99,10,44.6
"949",949,4252,40907,226,12,2019,"Kaiseraugst",28.8,9,25.6,7.8,8.2,2.5,1.8,77,8,32.8
"950",950,4308,32704,14,10.5,2019,"Kaiserstuhl",23.9,8.9,22.6,12.6,8.3,5.1,1.3,37,4,46.6
"951",951,4169,38029,102,8.8,2019,"Kaisten",31,20.9,17.7,7.8,5.3,2.9,1.7,67,7,40.5
"952",952,4233,39393,15,7.2,2019,"Kallern",39.4,14.8,7.3,8.6,8.9,6,0.1,72,8,47.3
"953",953,304,34483,76,6,2019,"Kallnach",41.3,1.1,10.7,9,7.3,13.5,2.5,47,5,44
"954",954,3313,31767,156,11.4,2019,"Kaltbrunn",44.6,18.3,5.7,7.7,4.5,1.2,0.8,31,4,36.7
"955",955,2549,63025,2,23.1,2019,"Kammersrohr",11.1,24.1,10.2,7.4,10.2,0.9,0,97,10,56.3
"956",956,564,22138,18,1.7,2019,"Kandergrund",68.3,1.6,5.7,3.9,5.3,5.9,4,2,1,47.6
"957",957,565,30423,39,6.1,2019,"Kandersteg",41.8,0.8,12.2,5.2,12.5,13.4,1.9,23,3,51.4
"958",958,2580,37418,122,20.8,2019,"Kappel (SO)",27.9,17.4,17.4,7.6,4.3,2,1.6,64,7,42.4
"959",959,6,49056,60,10.9,2019,"Kappel am Albis",43.6,5.5,9.1,10.2,10.9,1.3,4.5,90,9,49
"960",960,305,38960,55,5.9,2019,"Kappelen",40.3,0.4,12,7.7,7.3,17.5,3,71,8,46.9
"961",961,869,33949,38,5.6,2019,"Kaufdorf",26.7,1.9,17.3,15.1,10,9.5,5.2,44,5,61.3
"962",962,870,34150,148,13.2,2019,"Kehrsatz",24.1,2.5,15.6,13.1,11.3,6.9,6.6,46,5,51.4
"963",963,4666,33962,88,7.4,2019,"Kemmental",47,10.4,10.1,6.8,11.3,2.5,2.6,44,5,42.1
"964",964,411,33534,19,4.8,2019,"Kernenried",45,0.9,8.9,10.9,11.6,12.3,1.3,42,5,43.7
"965",965,1404,32422,204,15.7,2019,"Kerns",40.8,30.9,2.1,NA,NA,NA,NA,35,4,55.2
"966",966,2265,33543,169,15.2,2019,"Kerzers",29.8,10.1,18.8,7.2,8.3,1.8,6.6,43,5,42.5
"967",967,4426,39603,40,12,2019,"Kesswil",34.8,9.9,7.9,17.2,8.8,2,5.2,73,8,55.9
"968",968,2403,36917,68,18,2019,"Kestenholz",25.4,29.6,11.3,6.7,5.5,1.5,0.8,62,7,50.5
"969",969,2492,31113,16,17.6,2019,"Kienberg",37.7,17.8,10.4,6.3,2.9,2.2,2.1,27,3,43.4
"970",970,611,35300,36,7,2019,"Kiesen",32.6,2,9.2,8.7,10.9,14.7,4.2,53,6,49.9
"971",971,2851,33462,5,11.9,2019,"Kilchberg (BL)",25.7,2.4,26.7,28.5,4.3,0.2,0.4,42,5,69.2
"972",972,135,97801,873,29.9,2019,"Kilchberg (ZH)",22.3,4.8,9.7,11.8,16.1,1.2,2.1,100,10,52.7
"973",973,4030,39746,82,10,2019,"Killwangen",30.7,14,15.3,9.6,9.7,3.3,3,74,8,39.7
"974",974,6197,30669,10,1.1,2019,"Kippel",10.3,79.5,5.1,2.6,0.9,NA,0.4,25,3,78.4
"975",975,412,36509,216,12.1,2019,"Kirchberg (BE)",30.4,1.4,15.5,8.2,10.9,13.5,3.3,59,6,45.1
"976",976,3392,29570,269,11.6,2019,"Kirchberg (SG)",36.7,26.4,8.4,8,4.6,0.9,1,18,2,43.8
"977",977,872,35850,66,6.9,2019,"Kirchdorf (BE)",45.5,0.7,7.7,8.4,8.4,11.6,3.7,56,6,54
"978",978,873,30544,9,2.8,2019,"Kirchenthurnen",52.4,0.2,7.9,8.1,7.8,8.1,4.7,24,3,49.3
"979",979,4275,31688,28,7.5,2019,"Kirchleerau",58.3,2.9,8.6,2.6,3.2,4.1,5,30,4,48.5
"980",980,354,48514,156,10.7,2019,"Kirchlindach",26.7,1.7,16.7,16,12.7,8.3,2.3,89,9,65.2
"981",981,33,39485,82,12.9,2019,"Kleinandelfingen",40.1,2.4,10.4,10.6,12.7,3.2,4.1,73,8,48.8
"982",982,2266,42759,30,8.2,2019,"Kleinbösingen",23.2,29.9,16.1,7.1,6.4,2.9,4.3,82,9,43.1
"983",983,2619,30932,38,15.2,2019,"Kleinlützel",30.5,17.6,15.3,12.5,7.2,0.9,0.1,26,3,38.9
"984",984,4309,35635,126,14.7,2019,"Klingnau",33.4,16.5,14.2,8.6,6.2,2.1,1.8,55,6,45.8
"985",985,3871,46838,208,13.7,2019,"Klosters-Serneus",43.2,4,11,5.6,8.9,13.5,NA,88,9,43.5
