"","...1","ID","net_inc_percap2019","net_inc2019","plr","year","Nom","udc","pdc","ps","pes","pvl","pbd","pev_pcs","perc","dec","taux_participation"
"1129",1129,331,28932,76,8.8,2019,"Lotzwil",33.3,0.9,16.5,8.9,9,7.3,8.7,15,2,44.2
"1130",1130,5674,34242,5,19,2019,"Lovatens",29,0.4,13.1,22.5,5.2,3.2,0.7,46,5,45
"1131",1131,696,32408,11,3.7,2019,"Loveresse",38,3.3,20.4,13.8,3.5,0.5,3.5,35,4,35.5
"1132",1132,5675,24883,104,21.3,2019,"Lucens",26.8,1.5,19.9,16.3,6,0.4,1.1,4,1,39.9
"1133",1133,63,49405,119,11.2,2019,"Lufingen",44.7,3.4,8.3,7.5,13.7,2.6,3.5,90,9,43.9
"1134",1134,5192,41478,2597,20.3,2019,"Lugano",13.1,14,13.9,11.1,1,NA,NA,79,8,46.6
"1135",1135,6793,26700,5,15.3,2019,"Lugnez",14.5,33.9,16.1,12.1,NA,NA,8.1,7,1,42
"1136",1136,5858,56327,35,22.7,2019,"Luins",34.9,4,10.3,11.6,7.8,1.7,3.5,94,10,42
"1137",1137,2025,29775,35,16.1,2019,"Lully (FR)",28.7,11.6,22.7,6.4,3.9,1,4.6,19,2,42.1
"1138",1138,5639,57075,47,29.3,2019,"Lully (VD)",10.2,3.3,16.8,19.6,13.4,0.1,1.5,95,10,49.2
"1139",1139,5010,33015,52,24,2019,"Lumino",12.9,21.1,18.2,10.6,0.7,NA,NA,39,4,62.7
"1140",1140,3618,29185,59,2.1,2019,"Lumnezia",22.5,56.1,6,4.5,3.4,5.5,NA,16,2,48.3
"1141",1141,1405,35745,75,5.9,2019,"Lungern",30.8,36.8,2.6,NA,NA,NA,NA,56,6,58
"1142",1142,4104,39396,124,11.5,2019,"Lupfig",36.4,7.9,13.7,8.8,6.9,4,5.9,72,8,47.1
"1143",1143,2830,42843,62,14.7,2019,"Lupsingen",23.3,6.2,19.4,23,8.5,1.1,3.7,82,9,49.7
"1144",1144,5487,39323,18,12.4,2019,"Lussery-Villars",27.4,2.5,18.9,21.9,6.7,1.9,0.5,72,8,41.9
"1145",1145,5640,81634,57,29.9,2019,"Lussy-sur-Morges",13.7,2.9,17.4,17.9,10.3,0.1,0.8,99,10,51.2
"1146",1146,2527,34910,122,13,2019,"Luterbach",27.3,21.1,20.3,9.8,4.8,1.4,1.2,51,6,43.6
"1147",1147,1135,21229,26,7.7,2019,"Luthern",31.4,54.2,2.3,2.4,1.7,NA,0.1,1,1,46.3
"1148",1148,5606,64647,669,33.5,2019,"Lutry",13.3,2.2,16.1,18,12.1,0.2,0.7,97,10,49.1
"1149",1149,3033,36525,47,46.7,2019,"Lutzenberg",48.4,NA,NA,NA,NA,NA,NA,60,6,34.5
"1150",1150,3891,28627,46,9.4,2019,"Luzein",54.6,4,9,4.9,6.3,11.8,NA,14,2,43.3
"1151",1151,1061,39604,3258,12.9,2019,"Luzern",15,14.1,25,20.8,10.5,NA,0.6,73,8,49.4
"1152",1152,306,35847,557,12.1,2019,"Lyss",24,1.2,18.1,10.7,9.8,11.7,6.4,56,6,42.2
"1153",1153,415,33828,49,5.7,2019,"Lyssach",46.5,1.5,12.5,8,6.9,10.9,3.2,44,5,48
"1154",1154,2852,34467,44,9.9,2019,"Läufelfingen",35.3,4.2,22.4,21.3,3.5,0.6,2.3,47,5,48
"1155",1155,2903,37650,55,15.2,2019,"Löhningen",44.9,1,18.9,4.8,5.9,NA,3.8,65,7,66.8
"1156",1156,497,38294,21,8.8,2019,"Lüscherz",51.4,0.5,13.7,7.7,6.1,6,1.5,68,7,40.3
"1157",1157,2464,39657,43,18.9,2019,"Lüsslingen-Nennigkofen",20.1,4.2,22,22,7.6,2.3,0.8,73,8,46.2
"1158",1158,2455,42998,36,29,2019,"Lüterkofen-Ichertswil",23.1,6.5,19.1,9.3,8.5,2.6,1.2,82,9,44.2
"1159",1159,2456,39416,13,22.6,2019,"Lüterswil-Gächliwil",34.9,5.2,15,8.3,6.5,5.1,1.3,72,8,53.8
"1160",1160,3393,27852,45,15.5,2019,"Lütisburg",37.6,20.7,7.3,8.7,3.4,0.5,0.9,11,2,50.8
"1161",1161,586,24976,6,0.5,2019,"Lütschental",81,0,2.1,0.5,4.4,4.7,1,4,1,40.4
"1162",1162,955,27678,116,5,2019,"Lützelflüh",43.7,0.8,8.4,7.3,5.5,12.6,4.6,10,1,47.8
"1163",1163,332,31232,102,6.2,2019,"Madiswil",41.2,0.8,9.4,11.1,6.5,11,4.7,28,3,49.3
"1164",1164,3783,44700,9,14.7,2019,"Madulain",31.9,7.2,20.3,9.1,3.8,13.1,NA,85,9,50.4
"1165",1165,4253,50053,194,14.5,2019,"Magden",25.5,9.5,20,9.5,11,2.7,1.8,91,10,47.6
"1166",1166,5317,27918,73,23.9,2019,"Maggia",9.5,22.1,10.9,13.7,0.9,NA,NA,11,2,49.1
"1167",1167,5193,39869,65,19.9,2019,"Magliaso",14.6,14.7,13.2,9.9,1.6,NA,NA,74,8,47.8
"1168",1168,3953,58049,174,20.7,2019,"Maienfeld",32,8.5,12,5.9,11.7,9.2,NA,95,10,45.7
"1169",1169,2853,46256,43,10.5,2019,"Maisprach",35.4,5,16,22.9,6.7,1,2.5,88,9,48.4
"1170",1170,3926,29557,15,8.1,2019,"Maladers",45.1,5.5,15.8,7.6,10.3,7.7,NA,18,2,35.9
"1171",1171,3954,43106,104,20.8,2019,"Malans",23.6,6.5,23.3,7.5,11.3,6.9,NA,83,9,52.3
"1172",1172,1062,33385,248,17.7,2019,"Malters",27.5,23.3,10.8,9.8,9.1,NA,1.2,41,5,48.1
"1173",1173,4826,42379,28,17.8,2019,"Mammern",37.9,14.6,10.9,8.5,7.2,2.5,0.3,81,9,53.2
"1174",1174,4105,34702,12,12.7,2019,"Mandach",58.9,5.9,3.5,7.6,3.4,4.5,0.9,49,5,51.8
"1175",1175,5194,39697,52,18.9,2019,"Manno",15.3,19.9,7.9,11.5,0.9,NA,NA,73,8,55.9
"1176",1176,5790,34715,19,13.6,2019,"Maracon",23.3,0.9,16,22.7,8.9,1.4,3.1,49,5,51.8
"1177",1177,3253,33845,71,12.4,2019,"Marbach (SG)",33.6,22.6,9.3,14.6,4.8,0.2,0.6,44,5,45.2
"1178",1178,5430,37406,18,19.2,2019,"Marchissy",22,0.9,14.5,22.4,15.7,0.4,0.9,64,7,41.1
"1179",1179,2206,31883,259,14.3,2019,"Marly",14,15.9,26.7,14.4,6.3,0.4,5.3,32,4,47.2
"1180",1180,5195,46865,33,18.7,2019,"Maroggia",9.8,18.7,17.3,12.4,0.6,NA,NA,88,9,52.4
"1181",1181,2140,36726,72,20.3,2019,"Marsens",13.3,17.7,22.5,11.5,6.6,0.3,4.3,61,7,45.2
"1182",1182,35,41834,80,7.7,2019,"Marthalen",49.6,2,9.9,11.2,9.9,3.9,2.3,80,8,56.7
"1183",1183,6136,29993,549,32.4,2019,"Martigny",12.4,19.8,18.6,12.6,0.5,NA,2.1,20,3,47.2
"1184",1184,6137,33525,77,23.3,2019,"Martigny-Combe",13.8,23.9,18,15.6,0.7,NA,2.8,42,5,52.5
"1185",1185,8,36703,24,3.3,2019,"Maschwanden",44.5,2.6,16.9,10,12.3,2.9,3.4,61,7,47.5
"1186",1186,3663,29870,15,11.9,2019,"Masein",27.9,6.3,27,5.2,8,13.7,NA,20,2,55.3
"1187",1187,5196,37528,231,14.6,2019,"Massagno",9.8,29.1,14,11.8,1.3,NA,NA,65,7,48
"1188",1188,6215,30033,55,20,2019,"Massongex",15.5,35.9,12.5,8.4,2.7,NA,4,21,3,51.3
"1189",1189,2086,29270,16,45.2,2019,"Massonnens",20,7.9,12.1,5.9,1.5,0.6,3.6,17,2,62
"1190",1190,5919,33085,20,22,2019,"Mathod",25.8,0.7,13.4,24.4,5,0.9,3.4,39,4,45.6
"1191",1191,3708,28257,1,9,2019,"Mathon",23.1,4.5,5.2,10.4,2.2,45.5,NA,13,2,54
"1192",1192,2208,37445,58,21.6,2019,"Matran",9.1,20,25.5,10.7,8.2,0.2,3.1,64,7,49.7
"1193",1193,587,30625,126,9.5,2019,"Matten bei Interlaken",30.9,1.6,18.3,11.3,8.2,8.8,4.2,24,3,41.5
"1194",1194,543,39476,23,8.7,2019,"Mattstetten",39.8,4.5,10.5,12.2,5.7,9,4.9,73,8,50.2
"1195",1195,2427,32939,44,18.8,2019,"Matzendorf",37,26.3,7.7,4.7,2.6,0.9,1.5,38,4,48.3
"1196",1196,4591,32183,95,9.7,2019,"Matzingen",41.9,9,14.5,9.6,7.9,2.7,2.6,34,4,37.3
"1197",1197,5562,33006,4,13.8,2019,"Mauborget",41.6,2.3,10.8,17.7,8.3,0.6,0.3,39,4,56.7
"1198",1198,1091,42678,62,16.6,2019,"Mauensee",23.2,26.2,11.6,13.5,7.4,NA,0.7,82,9,50.7
"1199",1199,195,59633,624,19.9,2019,"Maur",31.8,4.4,10.8,9.4,16,2.4,2.5,96,10,51.9
"1200",1200,5488,35618,2,16.8,2019,"Mauraz",33.3,3.7,10.3,22.4,1.6,0,0,55,6,61.4
"1201",1201,3983,31179,11,4.3,2019,"Medel (Lucmagn)",9.6,62.2,8.4,5.5,6.1,3.9,NA,28,3,40.3
"1202",1202,1063,85361,635,29,2019,"Meggen",23.6,16,9.6,9.9,10.7,NA,0.4,99,10,58.8
"1203",1203,389,37336,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,7,NA
"1204",1204,1064,41766,61,13.7,2019,"Meierskappel",37.4,19.3,7.1,10.8,10.2,NA,0.7,79,8,46.4
"1205",1205,307,42001,104,10,2019,"Meikirch",27.7,1.7,17.4,13.7,9.9,8.5,5.6,80,8,59.8
"1206",1206,156,74695,1071,24.9,2019,"Meilen",28.1,4.1,11.8,10.3,15.2,1.1,2,99,10,54.3
"1207",1207,6629,51648,109,20.2,2019,"Meinier",17.7,10.1,6.8,25,4.9,1.7,1.2,92,10,43.9
"1208",1208,390,33285,43,5.8,2019,"Meinisberg",37.4,2.1,13.8,7.9,7.5,11.7,4,41,5,42
"1209",1209,785,31284,145,8.9,2019,"Meiringen",42.6,1,15.7,9.4,8.4,5.5,2.2,28,3,45.8
"1210",1210,4202,74338,220,19.6,2019,"Meisterschwanden",40.5,5.1,11.4,7.9,7.7,3.1,2,99,10,47
"1211",1211,5197,36268,52,20,2019,"Melano",13.7,15.2,13.7,11,0.6,NA,NA,58,6,45.3
"1212",1212,333,27635,41,8.6,2019,"Melchnau",44.1,1,13.8,8,7.3,8.3,4.6,10,1,43.2
"1213",1213,5198,40825,74,28.3,2019,"Melide",11.8,12.4,14.8,10.9,0.8,NA,NA,77,8,51.2
"1214",1214,4314,31463,7,7,2019,"Mellikon",22.4,11.8,18.5,24.4,7.3,1.8,4.1,29,3,56.9
"1215",1215,4033,35327,204,14,2019,"Mellingen",32.1,11.9,13.3,8.3,10.4,4.1,2.8,53,6,41.4
"1216",1216,3293,31049,266,11.5,2019,"Mels",35.2,32.2,6.2,5.4,6.7,0.7,0.7,27,3,42.8
"1217",1217,2620,33455,22,24.5,2019,"Meltingen",29.8,25.9,4.7,7.9,5,1.3,0.1,42,5,47.4
"1218",1218,5254,36925,549,20.7,2019,"Mendrisio",9.8,25.7,11.6,11.2,0.9,NA,NA,62,7,55
"1219",1219,4139,27538,180,13.5,2019,"Menziken",41.4,5.9,13.3,6.8,5.6,2.6,4.4,9,1,34.5
"1220",1220,1704,40273,183,9.4,2019,"Menzingen",32.8,31.9,5,16.3,3.5,NA,1.1,75,8,55.7
"1221",1221,1136,27269,79,21.4,2019,"Menznau",34.6,33.2,3.3,4.8,1.7,NA,0.5,9,1,56.3
"1222",1222,4234,35724,131,10.5,2019,"Merenschwand",36.5,23.6,7.7,6.8,7.2,3.3,1.1,56,6,48.3
"1223",1223,5117,27809,6,12,2019,"Mergoscia",12.2,3.3,23.2,16.5,2.2,NA,NA,11,2,44.9
"1224",1224,2936,30639,26,14.3,2019,"Merishausen",48.4,1.8,16.2,8.2,3.4,NA,2.9,25,3,76.2
"1225",1225,6715,27514,14,2.6,2019,"Mervelier",18.4,17.5,30.1,15.5,NA,NA,15.8,9,1,42.2
"1226",1226,741,64972,25,10.6,2019,"Merzligen",29,0.2,14.8,14.3,10.3,13,4.8,97,10,47.8
"1227",1227,3822,31297,42,18.5,2019,"Mesocco",31.9,12.1,22.3,6.4,1.2,7.6,NA,28,3,34.1
"1228",1228,2457,36964,55,21.2,2019,"Messen",35.4,5.4,15.4,7.6,6,6.9,1.4,62,7,47.3
"1229",1229,4184,37561,76,9.9,2019,"Mettauertal",39.5,16.9,15.8,6.8,4.4,3.4,1.4,65,7,46.3
"1230",1230,6716,30648,3,1,2019,"Mettembert",11,30,24,17,NA,NA,17,25,3,63.3
"1231",1231,9,45344,236,11.8,2019,"Mettmenstetten",31.2,3.6,15.4,11.8,14.6,1.4,4.7,86,9,50.5
"1232",1232,2477,44402,41,12.8,2019,"Metzerlen-Mariastein",29.3,21.5,14.4,12.5,4.9,3.5,0.8,85,9,44
"1233",1233,5489,55758,40,24.2,2019,"Mex (VD)",29.3,3,9.1,15.4,12.4,0.2,3.7,94,10,39.6
"1234",1234,2271,49457,28,18.2,2019,"Meyriez",27.1,8.1,20.5,8.6,12.7,0.8,3.5,90,9,61.7
"1235",1235,6630,27086,697,12.5,2019,"Meyrin",17.4,7.8,17,21.6,3.7,0.5,1.1,9,1,33.4
"1236",1236,5199,38670,53,19.2,2019,"Mezzovico-Vira",13.2,25.3,9.4,5.6,0.3,NA,NA,69,7,57.4
"1237",1237,5723,67057,142,30.1,2019,"Mies",19.7,5.5,12.9,13.9,12.7,0.4,1.7,98,10,41.9
"1238",1238,5200,25885,8,14,2019,"Miglieglia",9.5,7.6,23.5,19.9,0.3,NA,NA,5,1,36.8
"1239",1239,6416,41373,372,28.7,2019,"Milvignes",11,3.4,18.1,19.2,12.1,NA,NA,78,8,44
"1240",1240,5118,38310,279,19.1,2019,"Minusio",10,15.3,14.8,16.4,1.7,NA,NA,68,7,51.1
"1241",1241,615,29871,19,2,2019,"Mirchel",50.8,0.5,6.5,4.3,6.5,13.6,5.2,20,2,39.2
"1242",1242,2272,28077,59,15.1,2019,"Misery-Courtion",22.4,15.8,22.8,8.8,8.7,0.7,4,12,2,33.9
"1243",1243,5821,29902,11,24.6,2019,"Missy",24.2,0.7,15.3,16.5,10.8,0.8,0.3,20,2,51.6
"1244",1244,6241,32101,44,33.9,2019,"Miège",10.4,20.4,18.4,15,0.3,NA,1,33,4,64.3
"1245",1245,5490,34728,11,19.6,2019,"Moiry",21.5,2.4,17,22.3,4.6,0.2,3.3,49,5,54.3
"1246",1246,5431,37517,12,22.3,2019,"Mollens (VD)",36,0.6,8.7,15.6,9,0.5,0.1,64,7,43
"1247",1247,5921,28010,7,22.9,2019,"Molondin",37.8,2.9,9,14.2,5.9,0.4,3.2,11,2,50.3
"1248",1248,6090,36552,41,16.1,2019,"Mont-Noble",18.1,20,23.5,17.6,0.9,NA,0.5,60,6,59
"1249",1249,437,25789,3,0.6,2019,"Mont-Tramelan",47.7,2.2,7.7,2.3,1.4,5.9,20.3,5,1,45.9
"1250",1250,2284,47424,190,24.4,2019,"Mont-Vully",20.5,7.8,18.8,12.3,8.9,1.7,3.3,89,9,42.8
"1251",1251,5491,37227,18,14.9,2019,"Mont-la-Ville",28.2,0.6,24.4,16.1,7.3,0.5,2.2,63,7,47.4
"1252",1252,5859,49994,134,30.1,2019,"Mont-sur-Rolle",20.3,1.4,17.2,17.6,10.2,0.1,0.4,91,10,44
"1253",1253,2029,31066,83,14.8,2019,"Montagny (FR)",23.5,17.1,23.1,8.3,4.7,0.5,3.1,27,3,36.7
"1254",1254,5922,37870,28,16.1,2019,"Montagny-près-Yverdon",18.7,2.3,22.1,22.3,5.8,1.4,1.9,66,7,44.1
"1255",1255,5693,32381,88,29.1,2019,"Montanaire",27.7,1.6,12.3,15.2,6.1,0.9,2,35,4,46.3
"1256",1256,5756,40698,21,25.3,2019,"Montcherand",30,1.2,11.8,17,9.5,0.5,1.8,77,8,42.3
"1257",1257,5238,29322,132,29.9,2019,"Monteceneri",11.8,20,9.8,6.4,0.5,NA,NA,17,2,52.3
"1258",1258,5202,29166,25,14.2,2019,"Monteggio",27.9,14.4,10.2,10.3,0.7,NA,NA,16,2,47.9
"1259",1259,2089,35604,14,14.9,2019,"Montet (Glâne)",28.7,12.6,16.3,14.9,7.9,1.5,1,55,6,34.1
"1260",1260,6751,29343,17,10.1,2019,"Montfaucon",15.5,22.4,18,19.2,NA,NA,14.8,17,2,44.3
"1261",1261,5432,35319,19,18.4,2019,"Montherod",24.1,3.3,13,20.1,14,0.1,1.9,53,6,39
"1262",1262,6153,30204,540,28.5,2019,"Monthey",16.1,16.2,21.1,14.1,0.5,NA,2.3,22,3,44.8
"1263",1263,5540,39330,72,22.5,2019,"Montilliez",27.5,3.5,16.1,15.2,8.1,0.3,0.8,72,8,44.7
"1264",1264,5792,35819,24,18.2,2019,"Montpreveyres",15.1,3.8,20,22.6,5.8,0.2,5,56,6,43.3
"1265",1265,5886,34099,886,29.6,2019,"Montreux",14.9,2.5,20.3,18.7,6.9,0.3,0.6,45,5,38.7
"1266",1266,5492,118320,114,23.3,2019,"Montricher",28,1.8,15.9,16,6.9,0.1,1.2,100,10,52.7
"1267",1267,4277,35353,32,11.7,2019,"Moosleerau",50,4,9.9,5.9,5.7,3,2.6,54,6,43.4
"1268",1268,544,34184,141,8.2,2019,"Moosseedorf",29.4,2.2,17.9,10.6,13,9,4.6,46,5,41.5
"1269",1269,5257,32476,147,15.1,2019,"Morbio Inferiore",11.4,17.9,14.1,10.6,1,NA,NA,36,4,52
"1270",1270,5203,88219,63,35.2,2019,"Morcote",10.8,8.4,13.3,11,1.6,NA,NA,99,10,53.6
"1271",1271,5642,40582,643,24.1,2019,"Morges",13.3,2.2,23.8,20.8,9.1,0.2,0.8,76,8,44.3
"1272",1272,2143,43004,27,26.9,2019,"Morlon",13.8,15.9,18.5,12.1,5,0.1,3.3,82,9,52.3
"1273",1273,5527,40558,46,17.9,2019,"Morrens (VD)",23.2,0.9,19,19.2,10.8,0.3,1.9,76,8,46
"1274",1274,1366,30931,36,15,2019,"Morschach",43.5,19.8,12.2,4.1,4,NA,1.3,26,3,51.8
"1275",1275,3394,27014,77,6.7,2019,"Mosnang",38.1,39.1,4.2,5.6,3.5,0.1,1.1,8,1,55.7
"1276",1276,5678,21488,130,24.6,2019,"Moudon",18.9,0.8,23.9,17.7,6.8,0.3,0.9,1,1,45.5
"1277",1277,700,27961,206,6.9,2019,"Moutier",24.6,31.1,11.8,12.2,2.7,0.7,2.2,11,2,39
"1278",1278,6718,28291,12,3.3,2019,"Movelier",38.5,19.6,10.4,22.2,NA,NA,5.9,13,2,40
"1279",1279,4009,37825,148,15.1,2019,"Muhen",40.7,4.9,14.5,5.2,5.9,4,5.4,66,7,44.4
"1280",1280,4255,37904,59,10.2,2019,"Mumpf",37.7,10.7,16.4,8.5,10.4,0.9,1.6,67,7,28.7
"1281",1281,2274,57780,55,20,2019,"Muntelier",19.5,8.1,20.9,13.6,11.7,1.3,2.7,95,10,53.5
"1282",1282,3202,30950,38,12.4,2019,"Muolen",34.6,32.3,4.3,6.6,4.3,1.5,1.9,26,3,46.9
"1283",1283,1367,27344,95,13.6,2019,"Muotathal",55.4,22.7,5.3,2.2,0.6,NA,0.2,9,1,50.4
"1284",1284,5120,39424,105,13.1,2019,"Muralto",12.3,27.7,10.7,13,0.5,NA,NA,72,8,50.2
"1285",1285,4279,32863,99,11.8,2019,"Murgenthal",48.1,3.7,10.5,6.2,6.4,3.2,5,38,4,38
"1286",1286,4236,36575,298,10.9,2019,"Muri (AG)",31.1,16.9,15.7,11.1,7.8,2.2,1.5,60,6,43.7
"1287",1287,356,56617,737,22.3,2019,"Muri bei Bern",17.7,2.3,15.9,14,13.7,6.8,2.7,94,10,57
"1288",1288,6753,35463,18,24.1,2019,"Muriaux",20.2,18.6,14.4,16.2,NA,NA,6.5,54,6,45.1
"1289",1289,2275,38161,315,22,2019,"Murten",24.3,8.7,21.3,8.7,7.5,1.3,4.1,68,7,46.1
"1290",1290,5563,36742,6,12.9,2019,"Mutrux",39,0.4,22.7,13.2,7.3,0.1,0.1,61,7,44.5
"1291",1291,2770,43175,773,15.3,2019,"Muttenz",22.9,8.6,23.7,17.9,4.7,1.1,5.4,83,9,40.4
"1292",1292,5205,47270,38,19.7,2019,"Muzzano",12.8,11.9,15.7,11.8,2.2,NA,NA,89,9,72.2
"1293",1293,4032,34835,74,16.2,2019,"Mägenwil",34.9,15.1,12.4,5.9,6.9,3.2,2.6,50,5,40.9
"1294",1294,155,55404,629,17.4,2019,"Männedorf",23.6,5.2,13.5,14,17.1,1.4,3.4,94,10,53.6
"1295",1295,4941,38474,111,10.5,2019,"Märstetten",39.3,11,10.9,6.7,12.5,4.3,2.6,69,7,50.4
"1296",1296,2027,32739,14,22.8,2019,"Ménières",36.7,13.8,13.6,5.2,2.2,0.5,2.9,37,4,43.8
"1297",1297,2087,32386,34,21.4,2019,"Mézières (FR)",26.6,17.3,17.2,8.4,3.6,0.7,1.7,35,4,43.9
"1298",1298,4254,38117,421,10.7,2019,"Möhlin",31.9,9.4,17.1,10.9,9.8,2.2,3.1,67,7,34.7
"1299",1299,196,38344,149,13,2019,"Mönchaltorf",33,3.3,15.1,11.8,13.1,2.8,3.5,68,7,50.8
"1300",1300,4106,36961,15,8.9,2019,"Mönthal",46.8,10,6.7,7.9,8.5,4.9,2.4,62,7,40.7
"1301",1301,6203,27045,19,3.1,2019,"Mörel-Filet",33.3,42.6,12,8.5,0.5,NA,0,8,1,60
"1302",1302,742,70266,60,22,2019,"Mörigen",33.5,1,8.2,9.4,10.6,10,2.3,98,10,52.8
"1303",1303,4203,39985,180,18.4,2019,"Möriken-Wildegg",34,6.4,14.9,7.3,9.3,2.7,4.1,74,8,49.1
"1304",1304,3214,54439,199,20.8,2019,"Mörschwil",27,24.3,8.4,9.6,7.5,0.2,1.2,93,10,54
"1305",1305,416,35279,4,4.2,2019,"Mötschwil",46.7,0.4,5.5,19.5,5.2,9.8,4.4,53,6,52
"1306",1306,4235,34115,41,8.9,2019,"Mühlau",42.6,18.7,7.7,7.4,6.4,3.4,1.7,45,5,41.2
"1307",1307,668,38228,115,9.1,2019,"Mühleberg",39.6,1.2,12.4,6.8,9.5,11.3,4.1,68,7,47.4
"1308",1308,876,33142,47,9.8,2019,"Mühlethurnen",29.6,1.6,14.5,16.4,8.4,9.3,4,40,4,58.3
"1309",1309,4831,34544,104,11,2019,"Müllheim",42,14.6,8.7,9,8.2,3.2,1.2,48,5,41
"1310",1310,4107,37081,40,12.3,2019,"Mülligen",35.6,7.1,18.9,10.2,8.1,2.2,2.6,63,7,46.6
"1311",1311,2428,31636,76,13.9,2019,"Mümliswil-Ramiswil",44.4,26.8,6.1,3.2,3.1,0.9,0.3,30,3,53.6
"1312",1312,546,34468,357,8.2,2019,"Münchenbuchsee",26.5,2.2,19,12.3,11,8.7,6.2,47,5,47
"1313",1313,2769,40681,492,14.3,2019,"Münchenstein",19.1,7.2,30.5,17.3,6.6,1.5,3.6,76,8,42.1
"1314",1314,669,34624,19,9.2,2019,"Münchenwiler",47.3,0.9,12.6,10,4,7.2,1.9,49,5,42.6
"1315",1315,4172,36766,35,17.4,2019,"Münchwilen (AG)",36.8,10,14.9,8.4,4.3,2.1,0.7,61,7,42.2
"1316",1316,4746,35639,202,13.9,2019,"Münchwilen (TG)",37.4,13.8,9.4,11.5,7.3,3,2.1,55,6,39.8
"1317",1317,616,38422,497,8.4,2019,"Münsingen",23.2,1.8,16.6,15.9,12.2,8.9,5.6,68,7,51.6
"1318",1318,4691,40852,143,13.4,2019,"Münsterlingen",30.2,10.2,16.2,16.4,7.4,1.8,2.1,77,8,44.5
"1319",1319,498,31420,47,8.5,2019,"Müntschemier",44.7,0.9,4.8,7.4,6.9,12.7,8.9,29,3,47.8
"1320",1320,6007,32103,327,1.6,2019,"Naters",40.8,42.6,8.3,5.1,1.4,NA,0.1,33,4,63
"1321",1321,1137,34476,93,29.9,2019,"Nebikon",22.5,29.3,7.6,5.5,4.6,NA,0.4,47,5,45
"1322",1322,3378,25122,102,12.7,2019,"Neckertal",40.9,16.4,9.5,9.6,3.7,0.7,3,4,1,43.3
"1323",1323,88,64412,205,14,2019,"Neerach",49.1,2.2,8.8,6.2,11,1.6,2,97,10,47.7
"1324",1324,223,43670,250,13.9,2019,"Neftenbach",35.6,3.8,10.7,10.6,13.4,1.9,5.4,84,9,47.1
"1325",1325,5206,44472,14,14.7,2019,"Neggio",13.5,29.7,11.7,13.6,0.3,NA,NA,85,9,57.7
"1326",1326,6024,33605,226,22.8,2019,"Nendaz",10,36.3,17.6,8.7,0.3,NA,0.8,43,5,57.2
"1327",1327,2789,38723,18,11.7,2019,"Nenzlingen",43.9,11.3,12.4,11.4,1.3,0.9,6.7,70,7,39
"1328",1328,3360,28813,102,15.2,2019,"Nesslau",46,14.8,9.1,7.1,3.7,0.3,2,15,2,50.3
"1329",1329,6458,32576,1091,17.8,2019,"Neuchâtel",7.7,3.2,20.9,26.2,11.2,NA,NA,36,4,41
"1330",1330,2404,35923,81,15.7,2019,"Neuendorf",31.6,28.4,8.2,4.6,5.7,3.1,1.5,57,6,45.6
"1331",1331,670,33640,189,8.5,2019,"Neuenegg",38.1,1.6,14.5,9.7,7.4,11.5,3.1,43,5,43
"1332",1332,4034,27880,250,10.1,2019,"Neuenhof",32,15.7,17.7,7.2,7.7,2.4,3,11,2,34.2
"1333",1333,1093,34343,246,16.5,2019,"Neuenkirch",26.8,29.8,10.8,8.4,6.3,NA,1,47,5,46.5
"1334",1334,2937,29108,305,8.8,2019,"Neuhausen am Rheinfall",36.8,5.6,26.9,9.3,6.4,NA,1.2,16,2,50.3
"1335",1335,1705,51887,116,13.4,2019,"Neuheim",34.7,24.6,6.5,14.9,5.4,NA,0.4,92,10,54.6
"1336",1336,4601,45949,48,9.2,2019,"Neunforn",47.4,8.9,10.7,9.4,9.4,2.1,1.3,87,9,48
"1337",1337,2904,34750,81,12,2019,"Neunkirch",43.4,1.9,26,5.1,3.2,NA,1.2,49,5,66.5
"1338",1338,2211,37507,100,16.1,2019,"Neyruz (FR)",13.6,15.9,24.8,15.1,5.7,0.4,5,64,7,46.5
"1339",1339,743,30575,210,13.6,2019,"Nidau",17.5,1.7,22.3,19.3,8.9,4.8,4.7,24,3,39.2
"1340",1340,981,30645,147,15.1,2019,"Niederbipp",42.2,2.1,12.6,7,7.6,6.2,1.7,25,3,35.9
"1341",1341,2405,34984,44,16.4,2019,"Niederbuchsiten",36.9,30.9,4.5,3.2,4.5,0.9,1.2,51,6,40.2
"1342",1342,3422,31882,48,14.6,2019,"Niederbüren",40.4,27.6,4.8,3.6,4.1,0.7,1,32,4,53.4
"1343",1343,2891,34161,63,15.8,2019,"Niederdorf",34.7,7.4,18.5,14.6,3.1,1.1,4.7,46,5,37.9
"1344",1344,6198,32020,23,0.2,2019,"Niedergesteln",15.9,77.8,4,1.4,0.1,NA,0,33,4,64.7
"1345",1345,89,36409,182,12.7,2019,"Niederglatt",47.8,3.2,11.9,5.7,10,1.7,2.7,59,6,37.1
"1346",1346,2495,33979,130,18,2019,"Niedergösgen",33.7,15.7,15.5,7.4,4,2,1.7,45,5,43.8
"1347",1347,90,35497,332,10.2,2019,"Niederhasli",42.5,4.8,13.1,8.2,12.2,1.6,2.7,55,6,36.5
"1348",1348,3423,34502,108,15.1,2019,"Niederhelfenschwil",36.5,24.9,6.1,6.9,5.6,0.3,2.2,48,5,46.6
